,label,stemmed_narasi_model,stemmed_judul_model
4279,1,proses evakuasi orang remaja orang guru yang hilang jebak di dalam gua di batas thailand myanmar,sebut adzan di video wawancara oleh selamat di thailand mention of adzan ini interview video by rescuer ini thailand
4280,1,hancur sudah tananan bangsa sangka baca teks proklamasi dalam upacara resmi di istana negara,setya novanto akan baca teks proklamasi
4281,1,telah ada yang bakar bendera pdip kaos gambar banteng makin go publik hadir di arab saudi,telah ada yang bakar bendera pdip kaos gambar banteng makin go publik di arab saudi
4282,1,di jogja mulai ada paket gelap tuju ke tokorumah terus jadi sasar akan terima cod dari cina seperti itu kalau kita bilang tidak rasa pesan maka ktp akan pinjam dan foto oleh bawa paket dengan alas untuk konfirmasi ke cina kata,divisi humas polri klarifikasi kait pesan beranta paket gelap cod dari china
4283,1,tahu anda jika microsoft benar guna hidung anjing bagai bahan untuk buat thumbstick pada kontrol gamecube jadi jika anda punya dua kontrol maka butuh dua anjing untuk bisa produksi benda sebut,kontroler ps buat dari hidung anjing
4284,0,pakar it video porno dpr rekayasa,pakar it video porno dpr rekayasa
4285,1,selamat pagi temanteman kami informasi aja aksi solidaritas untuk alm budi di lapang polres sampang adalah hoax polres sampang tidak pernah ada giat sebut be samrt netizen,poster undang tahlil buka untuk guru budi
4286,0,presiden jokowi jika fadli zon selalu kritik utang perintah bagaimana jika dpr ri dan dprd bubar maka indonesia lebih bisa hemat ratus triliun pasti indonesia akan tambah jadi negara maju,presiden jokowi jika fadli zon selalu kritik utang perintah bagaimana jika dpr ri dan dprd bubar
4287,1,astagfirullahalazimmari kita bersamasama lindung kepada allah swtini adalah pusat judi besar pertama di arab saudi arabia yang telah di resmi di jeddah oleh fatwa mufti wahaby,video ini adalah pusat judi besar pertama di arab saudi arabia
4288,1,anis sedang simak dengar keluh warga yang dampak utang,anis sedang simak dengar keluh warga yang dampak utang
4289,1,anake sopo se iki kok pintar tenan lek gambar pandang anak siapa ini kok pintar sekali kalau gambar pandang,foto gambar pandang anak zaman sekarang
4290,1,product manager floridina devi chrisnatalia kata floridina adalah minum sifat asam sehingga bisa potensi untuk ledak namun hanya jadi pada botol minum yang sudah buka dan tidak ikut anjur simpan oleh karena itu devi kata pihak telah beri informasi pada kemas botol floridina untuk segera habis minum dalam waktu jam telah buka jika tidak minum yang telah buka baik simpan di dalam lemari es,viral botol minum ledak ini klarifikasi floridina
4291,1,panitia laksana tanding psis tidak pernah unggah berita sebut mohon untuk suporter untuk tidak makan kabar yang tidak benar panpel tidak jual tiket dan menghimbau kepada seluruh suporter baik psis maupun baya untuk saksi tanding sebut lalu tayang langsung di indosiar,tanding liga psis semarang vs baya selenggara tanpa tonton
4292,1,suasana kali sunter pos kotatrus gubernur bagai pimpin kapai,suasana kali sunter
4293,1,datang tka dengan model rambut cepak di batam dan suta sudah tunggu dengan ektp dan vidio tata cara pilih paslon presiden dengan guna bahasa mandarin,datang tka dengan model rambut cepak
4294,0,untuk masalah imbal bagi para tari rato jaroeh inasgoc sudah hubung dengan sekolah masing masing kami tidak ikut campur dengan atur internal sekolah ujar sekretaris jenderal inasgoc indonesia eris heryanto selasa,inasgoc bantah belum bayar honor tari rato jaroeh di asi games
4295,1,bagi etnis rohingya yang lari diri ke bangladesh peluang selamat maupun tewas sama besar sungai naf maupun teluk benggala arus deras dan penuh buaya tambah kejar dan berondong peluru militer dan biksu ikut wirathu,tragis biksu tewas serang buaya saat kejar dan tembak ungsi rohingya
4296,0,perintah cabut perda nuansa syariah,perintah cabut perda nuansa syariah
4297,1,awas hati yang dimsemprotkan fpi adalah virus corona,awas hatihati apa yang semprot fpi adalah virus corona
4298,0,bertanggungjawab atas tempat saldo rekening nomor,klarifikasi atas edar surat nyata dari bank mandiri tentang rekening sofyan basir besar rp triliun
4299,1,nasi padang sumber tular virus covid coba bayang tiap meja tamu makin indak habis sisa kembali lagi dan di saji lag ke tamu ikut pun demikian yang bungkus juga bekas air liur tamu yang mungkin ada yang virus corona biasa selesai makin tamu obrol dulu dan hidang di meja belum angkat hujan rintik lah di hidang sebut paling rentang tular virus corola,nasi padang jadi sumber tular covid
4300,1,kamu dengar turut lapor who corona virus adalah yang paling banyak tahan di lapis kubis di mana pun virus ini tinggal lama jam di tempat lain di kubis virus ini tetap lebih dari jam,turut lapor who corona virus adalah yang paling banyak tahan di lapis kubis
4301,1,akun instagram mengatasnamakan bnpb minta sumbang dana,akun instagram mengatasnamakan bnpb minta sumbang dana
4302,0,erdogan tidak pernah aku menang jokowi,cek fakta presiden turki erdogan tak aku menang jokowi di pilpres
4303,1,aksi berontak sangat bahaya ancam indonesia nyata aksi ganti presiden gabung ronta di aceh nama gam polisi dan tni kami mohon jaga negara kami yang cinta ini,nyata aksi ganti presiden gabung ronta di aceh
4304,1,ini asli indonesia akibat razia zebra,video rusuh akibat razia zebra
4305,1,tahu tidak ada sakit yang sebut kanker kanker timbul hanya karena jadi kurang vitamin tidak ada sebab lain,laetrile alias amygdalin adalah vitamin dan satusatunya obat yang perlu untuk sembuh kanker
4306,1,ketika harta bukan segala poto ini ambil di rumah sakit habrintiongkokseorang pasien kanker bawa tas penuh uang minta dokter selamat hidup dan dia punya banyak uang untuk bayar tapi dokter bilang dia tidak bisa laku apa karena kanker sudah stadium akhirdia begitu marah dan frustasi sehingga ia lempar uang di seluruh koridor rumah sakit sambil teriak apa guna milik uang apa guna milik uang uang tidak dapat beli kesehatanuang tidak dapat beli waktuuang tidak dapat beli hidup sungguh ajar bagi kita untuk selau jaga sehat amal baik demi bekal tuju akhirat dan berdoasupaya umur kita manfaat bagi orang lain meski pendek atau panjang,orang pasien kanker lempar uang di seluruh koridor rumah sakit
4307,1,smoga apa yang dktakan bang hotman jadi knyataannga sabar nunggux serta tangkap layar kena klaim mpr akan lantik prabowo pada oktober,moga apa yang kata bang hotman jadi nyata
4308,1,dasyat buka saja di gbk tapi juga di monas dan bundar hi masyarakat tetap optimis masyarakat tetap yakin indonesia tidak akan bubar masyarakat tetap ingin lanjut hasil dari kerja keras sama yang belum selsai masyarakat tetap yakin indonesia akan jadi no jangan kasih kendor terus gas pol untuk indonesia maju,juga di monas dan bundar hi
4309,1,pak susilo bambang yudhoyono dan istri pernah unjung lahan kota langit karena kenal dengan hasil bumi sayur dan palawija yang limpah ruah yang masih kenal dengan sarongge sekarang sarongge di brand jadi,pak sby dan istri pernah unjung lahan kota langit
4310,0,informasi dan berita palsu sebar luas di bagai sumber untuk hindar dari informasi yang salah ada beberapa hal yang harus laku ikut beberapa hal yang harus laku agar hindar dari informasi dan berita palsu,tips hindar dari informasi dan berita palsu
4311,1,kalo urus nipu rakyat jokowi ahli saya juga ajar sekarang sudah lancar,foto wapres maruf dengan narasi diri ajar nipu oleh presiden jokowi
4312,1,dki jakarta mulai besok lock down warga di luar jakarta tidak boleh masuk kecuali ada izin polisi,dki jakarta mulai besok lock down warga di luar jakarta tidak boleh masuk kecuali ada izin polisi
4313,0,duduk yang belum daftar diri dan anggota keluarga telah tanggal januari kena sanksi administrasi upa cabut layan publik tentu liput,nunggak bpjs tak bisa urus simstnk pihak kait ikan klarifikasi
4314,1,cto traveloka dukung aksi walkout ananda sukarlan di acara kolese kanisius,hoax cto traveloka dukung aksi walkout ananda sukarlan di acara kolese kanisius
4315,1,putri presiden rusia vladimir putin orang pertama yang sudah vaksin dengan vaksin yang temu oleh tim dokter bukan vaksin buat cina dan ini teladan orang pimpin negara yang berani ambil resiko putri vaksin lebih dahulu belum di vaksin ke rakyat,foto putri presiden rusia vladimir putin orang pertama yang sudah vaksin dengan vaksin tim dokter rusia
4316,1,tiba tiba jadi sptmau ngemis suara muslimgak malu,tiba tiba jadi sptmau ngemis suara muslimgak malu
4317,0,tips ampuh nyaring hoax di media sosial siapa yang bagi baca judul baca narasi postingannya lihat alamat urlnya lihat nama tulis dan susun tim redaksi isi artikel dalam portal yang bagi tidak jalan dengan narasi postingan dan judul sumber tulis tidak jelas,tips nyaring hoax di media sosial
4318,1,kota myanmar jadi kota kutuk akibat buat allah beri badai jika anda islam komen amin ya allah lindung saudara islam kami di seluruh dunia amin jika anda islam bagikanshare,kota myanmar jadi kota kutuk akibat buat
4319,1,buat yang punya anak hati hati ya utama buat daerah bekas pondok timur alamanda babakan mutiara gading timur lagi edar orang wanita pakai mukena putih sedang incar anak anak untuk di culik dan di kembali dalem waktu hari dengan ada lemas dan pucat karena salah satu organ tubuh nya di ambil tolong di share yy kawan,culik anak pakai mukena putih di bekas
4320,1,kata orang ini kerja tim cyber nya ahok bener enggak sih hoax apa cuma betul,google ubah foke jadi ahok di sungai bersih jakarta
4321,1,orang pria di inggris yang benci islam pecah kaca jendela masjid namun allah langsung balas tonton video sampai selesai,video orang pria di inggris yang benci islam pecah kaca jendela masjid
4322,1,ini deaign rumah yang cukup jangkau tanpa riba tanpa bi checking dan tanpa pihak bank harga tidak sampai milyaran mulai juta juta dp itu dpnya bisa cicil bangun full dp amanah dan bisa tanggung jawab sudah tanpa riba bonus tv,deaign rumah yang cukup jangkau
4323,0,selamat malam mimim terima berita bohongterkait giat di perpusnas edar surat yang informasi acara temu wicara isbn tahun pada rabukamis desember di hotel bidakara jakarta pasti ini adalah xx bagai informasi giat temu wicara dengan terbit sudah laksana pada rabu desember di aula perpusnas salemba jakarta kepada yang terima surat undang rupa baik abai saja ya salam literasi,klarifikasi perpusnas kait undang temu wicara isbn tahun pada desember di jakarta
4324,1,moga ruu hip atau ganti dengan nama apa batal massa rakyat sudah tumpah ruah kepung gedung dpr dari depan dan belakang,foto massa sudah tumpah ruah kepung gedung dpr kait ruu hip
4325,1,keluar nasi dari rice cooker kalau sudah matang kalau lebih dari jam jadi picu diabetesh biasa yang jadi picu anak derita kanker dan diabetes,racun dari nasi di magic com
4326,0,jelas bmkg kait video viral kena gempa megathrust jakarta yang kait dengan peristiwa gempa lombok,bmkg bantah gempa lombok dapat picu gempa megatrhust di selatan jawa selat sunda
4327,0,jika anda islam komen amin ya allah lindung saudara muslim kami di rohingya dan muslim seluruh dunia aamiin sharebagikan agar banyak doa,lindung saudara muslim kami di rohingya dan muslim seluruh dunia
4328,1,foto serta video pesawat tempur dan rudal israel yang arah ke palestina dan masjid alaqsa,foto serta video pesawat tempur dan rudal israel yang arah ke palestina dan masjid alaqsa
4329,1,cina bakar alqurankitab kitab agama karpet dan segala sesuatu yang kait dengan islam di turkestan timur ketika alquran bakar di eropa dunia bangkit dan semua orang tahu adapun turkestan timur ribu alquran bakar dan tidak ada yang sesal,fotofoto musnah alquan karpet dan segala sesuatu yang kait dengan islam di turkestan timur
4330,1,pak yang mulia bisa jelas enggak ada apa dengan kapolri di indonesia ini knpa pancasila di ubah jadi bahasa cina saya enggak ikhlas pak yg mndirikan pancasila tuh para ulama knapa jadi ubah bahasa asing begini miris pak di dngernya,pancasila di ubah jadi bahasa cina
4331,1,dalih laku sweeping dari anggota ormas fpi ini laku curi di kamar hotel di jakarta,empat anggota fpi laku curi di jakarta
4332,1,ditangerang dua saudara kakak adik usia dan tahun jangkit covid telah pulang dari main luar rumah,jemput oleh tim medis kakak adik usia dan tahun di tangerang jangkit covid akibat main di luar rumah
4333,0,survei yang edar itu kami pasti hoaks sangat rugi lembaga kami ujar riswadi rabu,smrc bantah laku quick count untuk pilbup pinrang
4334,0,seperti judul artikel ini bahas tentang cinta segitiga yang tak ujung antara indonesia yang proarab arab khusus teluk dan barat khusus as,pucuk surat dari teman di arab saudi
4335,1,demi lindung alaqsatentara malaysia siap terjun ke palestina,tentara malaysia siap terjun ke palestina
4336,1,subhanaallah khofifah saya masuk timses prabowo sandi dengan tulus ikhlas demi masa depan indonesia,gubernur jatim khofifah indar parawansa masuk timses prabowo sandi
4337,0,kangkung memang sangat gari di indonesia untuk mendaptkannya pun sangat mudah tapi jangan cobacoba tanam jual atau beli kangkung di amerika serikat sebab di amerika tanam ini larang dan harus milik izin karena kangkung ada dalam daftar gulma federal yang bahaya yang bentuk dari air tawar di iklim tropis,arti lama ini kita nyimeng dengan arif lokal
4338,0,berita nusantara ketua umum pdi juang megawati soekarno putri kata pihak manajemen hotel alexis tidak perlu buka nama langgan griya pijat pasca tutup oleh perintah provinsi dki karena itu sama hal dengan coreng nama baik jabat negara ini,megawati jangan pernah bongkar nama nama langgan alexis di depan publik karena itu sama saja coreng nama baik jabat negara
4339,1,tanda alam kera putih mulai turun dari gunung agung,tanda alam kera putih mulai turun dari gunung agung
4340,1,ini bos nya pki dari mulut orang ini pki muncul,foto ini bos nya pki dari mulut orang ini pki muncul
4341,1,assalamu alaikum info dari dagang pasar wameo dan karya nugraha dari hasil rapat tadi siang di pasar wameo sama wali kota bau bau mulai pekan depan atau senin depan pasar wameo dan nugraha di tutup lama minggu untuk hindar kerumun orang dan pasar mau di sih,pasar wameo dan karya nugraha di tutup lama minggu
4342,0,cara tidak sengaja sekitar pukul wib di rest area kilometer tol purbaleunyi arah jakarta rombong investigasi gabung wartawan indonesia gwi lihat orang dengan awal mirip mantan ketua dprri setya novanto setnov pidana tahun penjara,klarifikasi kpk kait foto setya novanto tanpa baju tahan
